Date,Product,Category,Units Sold,Revenue,Cost,Returns,Customer Acquisition Cost,Average Order Value
2024-10-02,Portable SSD 1TB,Storage,11,1187.9,660,0,116.8,107.99
2024-10-02,Phone Case Premium,Accessories,26,649.74,208,3,589.75,24.99
2024-10-02,Screen Protector 3-Pack,Accessories,31,418.22,124,0,673.28,13.49
2024-10-02,Wireless Charger Fast,Accessories,19,664.81,228,1,202.47,34.99
2024-10-02,Bluetooth Speaker,Audio,13,779.87,325,1,205.83,59.99
2024-10-02,Noise Cancelling Headphones,Audio,7,1399.93,630,0,68.59,199.99
2024-10-02,Tablet Stand Adjustable,Accessories,16,479.84,160,1,182.27,29.99
2024-10-02,Cable Organizer Set,Accessories,23,459.77,138,0,219.86,19.99
2024-10-03,Wireless Earbuds Pro,Audio,17,1223.85,595,2,203.36,71.99
2024-10-03,Smart Watch Ultra,Wearables,9,2429.92,1350,0,121.02,269.99
2024-10-03,Laptop Stand Premium,Accessories,13,649.87,234,1,147.6,49.99
2024-10-03,USB-C Hub 7-in-1,Accessories,22,879.78,330,2,245.59,39.99
2024-10-03,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,1,249.76,129.99
2024-10-03,Gaming Mouse Pro,Peripherals,15,944.87,420,0,121.61,62.99
2024-10-03,Webcam 4K,Peripherals,10,899.9,400,0,104.46,89.99
2024-10-03,Portable SSD 1TB,Storage,12,1439.88,720,1,238.79,119.99
2024-10-03,Phone Case Premium,Accessories,28,699.72,224,0,313.03,24.99
2024-10-03,Screen Protector 3-Pack,Accessories,34,509.66,136,5,365.88,14.99
2024-10-03,Wireless Charger Fast,Accessories,20,699.8,240,1,364.53,34.99
2024-10-03,Bluetooth Speaker,Audio,14,839.86,350,0,213.51,59.99
2024-10-03,Noise Cancelling Headphones,Audio,7,1399.93,630,0,119.14,199.99
2024-10-03,Tablet Stand Adjustable,Accessories,18,539.82,180,2,221.01,29.99
2024-10-03,Cable Organizer Set,Accessories,24,479.76,144,0,217.62,19.99
2024-10-04,Wireless Earbuds Pro,Audio,14,1119.86,490,1,306.61,79.99
2024-10-04,Smart Watch Ultra,Wearables,7,1889.94,1050,0,141.22,269.99
2024-10-04,Laptop Stand Premium,Accessories,11,494.9,198,1,104.5,44.99
2024-10-04,USB-C Hub 7-in-1,Accessories,19,759.81,285,2,268.76,39.99
2024-10-04,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,82.08,129.99
2024-10-04,Gaming Mouse Pro,Peripherals,13,909.87,364,1,203.62,69.99
2024-10-04,Webcam 4K,Peripherals,8,719.92,320,0,131.96,89.99
2024-10-04,Portable SSD 1TB,Storage,10,1199.9,600,0,249.85,119.99
2024-10-04,Phone Case Premium,Accessories,23,574.77,184,2,200.7,24.99
2024-10-04,Screen Protector 3-Pack,Accessories,28,419.72,112,2,443.74,14.99
2024-10-04,Wireless Charger Fast,Accessories,17,594.83,204,2,416.99,34.99
2024-10-04,Bluetooth Speaker,Audio,12,719.88,300,1,188.24,59.99
2024-10-04,Noise Cancelling Headphones,Audio,6,1199.94,540,0,90.8,199.99
2024-10-04,Tablet Stand Adjustable,Accessories,15,404.87,150,0,200.76,26.99
2024-10-04,Cable Organizer Set,Accessories,20,399.8,120,2,295.8,19.99
2024-10-05,Wireless Earbuds Pro,Audio,8,639.92,280,0,87.5,79.99
2024-10-05,Smart Watch Ultra,Wearables,4,1199.96,600,0,58.61,299.99
2024-10-05,Laptop Stand Premium,Accessories,7,349.93,126,0,58.58,49.99
2024-10-05,USB-C Hub 7-in-1,Accessories,11,439.89,165,0,266.62,39.99
2024-10-05,Mechanical Keyboard RGB,Peripherals,5,649.95,275,0,81.36,129.99
2024-10-05,Gaming Mouse Pro,Peripherals,8,559.92,224,0,192.84,69.99
2024-10-05,Webcam 4K,Peripherals,5,449.95,200,0,45.08,89.99
2024-10-05,Portable SSD 1TB,Storage,6,719.94,360,0,80.97,119.99
2024-10-05,Phone Case Premium,Accessories,14,349.86,112,0,167.97,24.99
2024-10-05,Screen Protector 3-Pack,Accessories,17,254.83,68,2,256.32,14.99
2024-10-05,Wireless Charger Fast,Accessories,10,314.91,120,0,106.96,31.49
2024-10-05,Bluetooth Speaker,Audio,7,419.93,175,0,107.05,59.99
2024-10-05,Tablet Stand Adjustable,Accessories,9,269.91,90,0,182.89,29.99
2024-10-05,Cable Organizer Set,Accessories,13,259.87,78,1,185.67,19.99
2024-10-06,Wireless Earbuds Pro,Audio,11,791.9,385,0,165.98,71.99
2024-10-06,Smart Watch Ultra,Wearables,6,1799.94,900,0,71.81,299.99
2024-10-06,Laptop Stand Premium,Accessories,9,449.91,162,0,212.11,49.99
2024-10-06,USB-C Hub 7-in-1,Accessories,15,599.85,225,1,261.52,39.99
2024-10-06,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,79.13,129.99
2024-10-06,Gaming Mouse Pro,Peripherals,11,769.89,308,0,206.31,69.99
2024-10-06,Webcam 4K,Peripherals,7,629.93,280,0,126.55,89.99
2024-10-06,Portable SSD 1TB,Storage,8,959.92,480,1,130.45,119.99
2024-10-06,Phone Case Premium,Accessories,19,474.81,152,0,317.04,24.99
2024-10-06,Screen Protector 3-Pack,Accessories,23,310.29,92,2,427.83,13.49
2024-10-06,Wireless Charger Fast,Accessories,14,440.87,168,1,255.42,31.49
2024-10-06,Bluetooth Speaker,Audio,10,599.9,250,1,125.22,59.99
2024-10-06,Noise Cancelling Headphones,Audio,5,999.95,450,0,107.26,199.99
2024-10-06,Tablet Stand Adjustable,Accessories,12,359.88,120,0,268.95,29.99
2024-10-06,Cable Organizer Set,Accessories,17,305.85,102,0,318.96,17.99
2024-10-07,Wireless Earbuds Pro,Audio,14,1119.86,490,1,146.78,79.99
2024-10-07,Smart Watch Ultra,Wearables,7,2099.93,1050,0,173.25,299.99
2024-10-07,Laptop Stand Premium,Accessories,11,549.89,198,0,242.11,49.99
2024-10-07,USB-C Hub 7-in-1,Accessories,18,719.82,270,2,326.86,39.99
2024-10-07,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,1,184.53,129.99
2024-10-07,Gaming Mouse Pro,Peripherals,13,909.87,364,1,166.42,69.99
2024-10-07,Webcam 4K,Peripherals,8,719.92,320,0,175.33,89.99
2024-10-07,Portable SSD 1TB,Storage,10,1079.91,600,0,104.49,107.99
2024-10-07,Phone Case Premium,Accessories,23,517.29,184,2,482.09,22.49
2024-10-07,Screen Protector 3-Pack,Accessories,28,377.75,112,2,657.07,13.49
2024-10-07,Wireless Charger Fast,Accessories,17,594.83,204,1,296.47,34.99
2024-10-07,Bluetooth Speaker,Audio,12,719.88,300,1,117.98,59.99
2024-10-07,Noise Cancelling Headphones,Audio,6,1199.94,540,0,120.04,199.99
2024-10-07,Tablet Stand Adjustable,Accessories,15,449.85,150,0,152.78,29.99
2024-10-07,Cable Organizer Set,Accessories,20,399.8,120,0,455.03,19.99
2024-10-08,Wireless Earbuds Pro,Audio,15,1199.85,525,0,303.73,79.99
2024-10-08,Smart Watch Ultra,Wearables,8,2399.92,1200,0,151.9,299.99
2024-10-08,Laptop Stand Premium,Accessories,12,599.88,216,0,266.56,49.99
2024-10-08,USB-C Hub 7-in-1,Accessories,20,719.82,300,1,352.31,35.99
2024-10-08,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,89.5,129.99
2024-10-08,Gaming Mouse Pro,Peripherals,14,979.86,392,0,127.2,69.99
2024-10-08,Webcam 4K,Peripherals,9,728.92,360,0,151.99,80.99
2024-10-08,Portable SSD 1TB,Storage,11,1319.89,660,0,229.12,119.99
2024-10-08,Phone Case Premium,Accessories,25,624.75,200,1,375.37,24.99
2024-10-08,Screen Protector 3-Pack,Accessories,30,449.7,120,2,518.01,14.99
2024-10-08,Wireless Charger Fast,Accessories,18,629.82,216,1,265.17,34.99
2024-10-08,Bluetooth Speaker,Audio,13,779.87,325,1,283.97,59.99
2024-10-08,Noise Cancelling Headphones,Audio,7,1399.93,630,0,164.46,199.99
2024-10-08,Tablet Stand Adjustable,Accessories,16,479.84,160,0,303.37,29.99
2024-10-08,Cable Organizer Set,Accessories,22,439.78,132,0,491.24,19.99
2024-10-09,Wireless Earbuds Pro,Audio,13,935.88,455,0,155.42,71.99
2024-10-09,Smart Watch Ultra,Wearables,7,2099.93,1050,0,115.57,299.99
2024-10-09,Laptop Stand Premium,Accessories,11,549.89,198,1,213.34,49.99
2024-10-09,USB-C Hub 7-in-1,Accessories,18,647.84,270,2,294.62,35.99
2024-10-09,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,156.15,129.99
2024-10-09,Gaming Mouse Pro,Peripherals,12,755.89,336,1,138.6,62.99
2024-10-09,Webcam 4K,Peripherals,8,719.92,320,0,159.45,89.99
2024-10-09,Portable SSD 1TB,Storage,10,1199.9,600,0,232.76,119.99
2024-10-09,Phone Case Premium,Accessories,22,549.78,176,1,376.55,24.99
2024-10-09,Screen Protector 3-Pack,Accessories,27,404.73,108,3,345.17,14.99
2024-10-09,Wireless Charger Fast,Accessories,16,559.84,192,1,171.48,34.99
2024-10-09,Bluetooth Speaker,Audio,11,659.89,275,1,150.55,59.99
2024-10-09,Noise Cancelling Headphones,Audio,6,1199.94,540,0,60.16,199.99
2024-10-09,Tablet Stand Adjustable,Accessories,14,419.86,140,0,255.6,29.99
2024-10-09,Cable Organizer Set,Accessories,20,399.8,120,1,297.93,19.99
2024-10-10,Wireless Earbuds Pro,Audio,13,935.88,455,1,268.16,71.99
2024-10-10,Smart Watch Ultra,Wearables,7,2099.93,1050,0,123.85,299.99
2024-10-10,Laptop Stand Premium,Accessories,10,499.9,180,1,194.62,49.99
2024-10-10,USB-C Hub 7-in-1,Accessories,18,719.82,270,2,254.45,39.99
2024-10-10,Mechanical Keyboard RGB,Peripherals,9,1052.92,495,0,158.73,116.99
2024-10-10,Gaming Mouse Pro,Peripherals,12,839.88,336,0,200.26,69.99
2024-10-10,Webcam 4K,Peripherals,8,719.92,320,0,88.61,89.99
2024-10-10,Portable SSD 1TB,Storage,9,1079.91,540,0,182.15,119.99
2024-10-10,Phone Case Premium,Accessories,22,549.78,176,1,322.14,24.99
2024-10-10,Screen Protector 3-Pack,Accessories,27,404.73,108,3,436.4,14.99
2024-10-10,Wireless Charger Fast,Accessories,16,559.84,192,1,309.43,34.99
2024-10-10,Bluetooth Speaker,Audio,11,659.89,275,0,108.06,59.99
2024-10-10,Noise Cancelling Headphones,Audio,6,1079.95,540,0,53.1,179.99
2024-10-10,Tablet Stand Adjustable,Accessories,14,377.87,140,0,112.0,26.99
2024-10-10,Cable Organizer Set,Accessories,19,379.81,114,2,462.47,19.99
2024-10-11,Wireless Earbuds Pro,Audio,13,1039.87,455,1,318.58,79.99
2024-10-11,Smart Watch Ultra,Wearables,7,2099.93,1050,0,89.32,299.99
2024-10-11,Laptop Stand Premium,Accessories,10,499.9,180,0,85.95,49.99
2024-10-11,USB-C Hub 7-in-1,Accessories,17,679.83,255,0,268.05,39.99
2024-10-11,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,1,188.38,129.99
2024-10-11,Gaming Mouse Pro,Peripherals,12,839.88,336,1,290.29,69.99
2024-10-11,Webcam 4K,Peripherals,7,629.93,280,0,166.91,89.99
2024-10-11,Portable SSD 1TB,Storage,9,1079.91,540,0,182.9,119.99
2024-10-11,Phone Case Premium,Accessories,21,524.79,168,2,416.09,24.99
2024-10-11,Screen Protector 3-Pack,Accessories,26,389.74,104,0,456.95,14.99
2024-10-11,Wireless Charger Fast,Accessories,15,472.37,180,1,174.95,31.49
2024-10-11,Bluetooth Speaker,Audio,11,659.89,275,0,94.95,59.99
2024-10-11,Noise Cancelling Headphones,Audio,6,1199.94,540,0,65.85,199.99
2024-10-11,Tablet Stand Adjustable,Accessories,14,377.87,140,1,268.27,26.99
2024-10-11,Cable Organizer Set,Accessories,19,379.81,114,2,381.3,19.99
2024-10-12,Wireless Earbuds Pro,Audio,11,879.89,385,0,213.52,79.99
2024-10-12,Smart Watch Ultra,Wearables,5,1499.95,750,0,98.62,299.99
2024-10-12,Laptop Stand Premium,Accessories,8,399.92,144,1,70.0,49.99
2024-10-12,USB-C Hub 7-in-1,Accessories,14,559.86,210,1,245.03,39.99
2024-10-12,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,141.15,129.99
2024-10-12,Gaming Mouse Pro,Peripherals,10,699.9,280,0,95.03,69.99
2024-10-12,Webcam 4K,Peripherals,6,539.94,240,0,103.55,89.99
2024-10-12,Portable SSD 1TB,Storage,8,959.92,480,1,162.76,119.99
2024-10-12,Phone Case Premium,Accessories,18,449.82,144,1,339.63,24.99
2024-10-12,Screen Protector 3-Pack,Accessories,22,329.78,88,2,315.17,14.99
2024-10-12,Wireless Charger Fast,Accessories,13,454.87,156,1,136.63,34.99
2024-10-12,Bluetooth Speaker,Audio,9,539.91,225,1,175.38,59.99
2024-10-12,Noise Cancelling Headphones,Audio,5,999.95,450,0,47.35,199.99
2024-10-12,Tablet Stand Adjustable,Accessories,11,329.89,110,0,260.92,29.99
2024-10-12,Cable Organizer Set,Accessories,16,319.84,96,1,274.67,19.99
2024-10-13,Wireless Earbuds Pro,Audio,11,879.89,385,0,259.72,79.99
2024-10-13,Smart Watch Ultra,Wearables,5,1499.95,750,0,69.04,299.99
2024-10-13,Laptop Stand Premium,Accessories,8,399.92,144,0,179.75,49.99
2024-10-13,USB-C Hub 7-in-1,Accessories,14,559.86,210,2,300.56,39.99
2024-10-13,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,153.99,129.99
2024-10-13,Gaming Mouse Pro,Peripherals,10,699.9,280,1,172.48,69.99
2024-10-13,Webcam 4K,Peripherals,6,539.94,240,0,73.98,89.99
2024-10-13,Portable SSD 1TB,Storage,8,959.92,480,1,164.6,119.99
2024-10-13,Phone Case Premium,Accessories,18,449.82,144,2,293.69,24.99
2024-10-13,Screen Protector 3-Pack,Accessories,22,329.78,88,2,315.62,14.99
2024-10-13,Wireless Charger Fast,Accessories,13,454.87,156,1,285.08,34.99
2024-10-13,Bluetooth Speaker,Audio,9,539.91,225,0,134.42,59.99
2024-10-13,Noise Cancelling Headphones,Audio,5,999.95,450,0,94.44,199.99
2024-10-13,Tablet Stand Adjustable,Accessories,11,329.89,110,1,255.41,29.99
2024-10-13,Cable Organizer Set,Accessories,16,319.84,96,0,343.86,19.99
2024-10-14,Wireless Earbuds Pro,Audio,15,1199.85,525,0,138.41,79.99
2024-10-14,Smart Watch Ultra,Wearables,8,2399.92,1200,0,119.23,299.99
2024-10-14,Laptop Stand Premium,Accessories,12,599.88,216,1,115.7,49.99
2024-10-14,USB-C Hub 7-in-1,Accessories,20,799.8,300,0,170.57,39.99
2024-10-14,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,211.93,129.99
2024-10-14,Gaming Mouse Pro,Peripherals,14,881.87,392,0,338.34,62.99
2024-10-14,Webcam 4K,Peripherals,9,809.91,360,0,133.66,89.99
2024-10-14,Portable SSD 1TB,Storage,11,1319.89,660,0,160.51,119.99
2024-10-14,Phone Case Premium,Accessories,25,624.75,200,1,450.62,24.99
2024-10-14,Screen Protector 3-Pack,Accessories,30,449.7,120,2,261.36,14.99
2024-10-14,Wireless Charger Fast,Accessories,18,629.82,216,0,241.81,34.99
2024-10-14,Bluetooth Speaker,Audio,13,701.88,325,1,294.32,53.99
2024-10-14,Noise Cancelling Headphones,Audio,7,1399.93,630,0,67.66,199.99
2024-10-14,Tablet Stand Adjustable,Accessories,16,479.84,160,1,223.49,29.99
2024-10-14,Cable Organizer Set,Accessories,22,439.78,132,1,186.22,19.99
2024-10-15,Wireless Earbuds Pro,Audio,12,959.88,420,1,192.87,79.99
2024-10-15,Smart Watch Ultra,Wearables,6,1799.94,900,0,121.88,299.99
2024-10-15,Laptop Stand Premium,Accessories,10,499.9,180,1,157.3,49.99
2024-10-15,USB-C Hub 7-in-1,Accessories,17,679.83,255,0,420.38,39.99
2024-10-15,Mechanical Keyboard RGB,Peripherals,8,935.93,440,0,169.69,116.99
2024-10-15,Gaming Mouse Pro,Peripherals,12,839.88,336,0,179.76,69.99
2024-10-15,Webcam 4K,Peripherals,7,566.94,280,0,158.66,80.99
2024-10-15,Portable SSD 1TB,Storage,9,1079.91,540,1,140.0,119.99
2024-10-15,Phone Case Premium,Accessories,21,524.79,168,1,416.88,24.99
2024-10-15,Screen Protector 3-Pack,Accessories,25,374.75,100,3,477.82,14.99
2024-10-15,Wireless Charger Fast,Accessories,15,472.37,180,1,298.05,31.49
2024-10-15,Bluetooth Speaker,Audio,11,659.89,275,1,142.86,59.99
2024-10-15,Noise Cancelling Headphones,Audio,6,1199.94,540,0,81.8,199.99
2024-10-15,Tablet Stand Adjustable,Accessories,13,389.87,130,0,289.06,29.99
2024-10-15,Cable Organizer Set,Accessories,18,359.82,108,1,145.74,19.99
2024-10-16,Wireless Earbuds Pro,Audio,16,1279.84,560,2,338.11,79.99
2024-10-16,Smart Watch Ultra,Wearables,8,2159.93,1200,0,110.25,269.99
2024-10-16,Laptop Stand Premium,Accessories,12,599.88,216,1,142.66,49.99
2024-10-16,USB-C Hub 7-in-1,Accessories,21,839.79,315,2,493.46,39.99
2024-10-16,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,205.86,129.99
2024-10-16,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,231.71,69.99
2024-10-16,Webcam 4K,Peripherals,9,809.91,360,0,75.14,89.99
2024-10-16,Portable SSD 1TB,Storage,11,1319.89,660,1,206.71,119.99
2024-10-16,Phone Case Premium,Accessories,27,674.73,216,2,344.02,24.99
2024-10-16,Screen Protector 3-Pack,Accessories,32,479.68,128,2,291.46,14.99
2024-10-16,Wireless Charger Fast,Accessories,19,664.81,228,2,267.52,34.99
2024-10-16,Bluetooth Speaker,Audio,14,839.86,350,1,327.77,59.99
2024-10-16,Noise Cancelling Headphones,Audio,7,1399.93,630,0,75.28,199.99
2024-10-16,Tablet Stand Adjustable,Accessories,17,509.83,170,1,264.92,29.99
2024-10-16,Cable Organizer Set,Accessories,23,459.77,138,1,286.84,19.99
2024-10-17,Wireless Earbuds Pro,Audio,13,1039.87,455,0,195.33,79.99
2024-10-17,Smart Watch Ultra,Wearables,6,1799.94,900,0,63.03,299.99
2024-10-17,Laptop Stand Premium,Accessories,10,499.9,180,1,81.9,49.99
2024-10-17,USB-C Hub 7-in-1,Accessories,17,611.85,255,2,168.59,35.99
2024-10-17,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,65.2,129.99
2024-10-17,Gaming Mouse Pro,Peripherals,12,839.88,336,0,283.83,69.99
2024-10-17,Webcam 4K,Peripherals,7,629.93,280,0,78.45,89.99
2024-10-17,Portable SSD 1TB,Storage,9,1079.91,540,0,87.15,119.99
2024-10-17,Phone Case Premium,Accessories,21,524.79,168,2,361.28,24.99
2024-10-17,Screen Protector 3-Pack,Accessories,26,389.74,104,1,264.11,14.99
2024-10-17,Wireless Charger Fast,Accessories,15,524.85,180,1,137.34,34.99
2024-10-17,Bluetooth Speaker,Audio,11,659.89,275,1,193.87,59.99
2024-10-17,Noise Cancelling Headphones,Audio,6,1199.94,540,0,133.66,199.99
2024-10-17,Tablet Stand Adjustable,Accessories,13,389.87,130,0,162.01,29.99
2024-10-17,Cable Organizer Set,Accessories,19,341.83,114,1,433.23,17.99
2024-10-18,Wireless Earbuds Pro,Audio,16,1151.86,560,1,381.17,71.99
2024-10-18,Smart Watch Ultra,Wearables,8,2399.92,1200,0,181.9,299.99
2024-10-18,Laptop Stand Premium,Accessories,13,649.87,234,0,239.89,49.99
2024-10-18,USB-C Hub 7-in-1,Accessories,21,839.79,315,2,398.64,39.99
2024-10-18,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,181.83,129.99
2024-10-18,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,230.35,69.99
2024-10-18,Webcam 4K,Peripherals,9,728.92,360,0,84.98,80.99
2024-10-18,Portable SSD 1TB,Storage,11,1319.89,660,0,207.94,119.99
2024-10-18,Phone Case Premium,Accessories,27,674.73,216,1,429.21,24.99
2024-10-18,Screen Protector 3-Pack,Accessories,32,479.68,128,4,421.1,14.99
2024-10-18,Wireless Charger Fast,Accessories,19,664.81,228,1,251.53,34.99
2024-10-18,Bluetooth Speaker,Audio,14,839.86,350,1,203.89,59.99
2024-10-18,Noise Cancelling Headphones,Audio,7,1399.93,630,0,138.73,199.99
2024-10-18,Tablet Stand Adjustable,Accessories,17,509.83,170,1,327.03,29.99
2024-10-18,Cable Organizer Set,Accessories,23,459.77,138,1,219.58,19.99
2024-10-19,Wireless Earbuds Pro,Audio,10,799.9,350,0,187.33,79.99
2024-10-19,Smart Watch Ultra,Wearables,5,1499.95,750,0,63.06,299.99
2024-10-19,Laptop Stand Premium,Accessories,8,399.92,144,0,106.58,49.99
2024-10-19,USB-C Hub 7-in-1,Accessories,13,519.87,195,1,229.09,39.99
2024-10-19,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,132.22,129.99
2024-10-19,Gaming Mouse Pro,Peripherals,9,629.91,252,0,112.38,69.99
2024-10-19,Webcam 4K,Peripherals,6,539.94,240,0,126.37,89.99
2024-10-19,Portable SSD 1TB,Storage,7,839.93,420,0,147.62,119.99
2024-10-19,Phone Case Premium,Accessories,17,424.83,136,1,240.47,24.99
2024-10-19,Screen Protector 3-Pack,Accessories,20,299.8,80,1,431.33,14.99
2024-10-19,Wireless Charger Fast,Accessories,12,419.88,144,0,243.82,34.99
2024-10-19,Bluetooth Speaker,Audio,9,539.91,225,0,103.48,59.99
2024-10-19,Noise Cancelling Headphones,Audio,4,799.96,360,0,76.03,199.99
2024-10-19,Tablet Stand Adjustable,Accessories,11,329.89,110,0,178.57,29.99
2024-10-19,Cable Organizer Set,Accessories,15,299.85,90,1,257.04,19.99
2024-10-20,Wireless Earbuds Pro,Audio,9,719.91,315,0,219.88,79.99
2024-10-20,Smart Watch Ultra,Wearables,5,1499.95,750,0,40.28,299.99
2024-10-20,Laptop Stand Premium,Accessories,7,349.93,126,0,166.41,49.99
2024-10-20,USB-C Hub 7-in-1,Accessories,12,479.88,180,1,215.05,39.99
2024-10-20,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,68.32,129.99
2024-10-20,Gaming Mouse Pro,Peripherals,8,503.93,224,0,197.51,62.99
2024-10-20,Webcam 4K,Peripherals,5,449.95,200,0,72.89,89.99
2024-10-20,Portable SSD 1TB,Storage,6,719.94,360,0,84.86,119.99
2024-10-20,Phone Case Premium,Accessories,15,374.85,120,0,336.03,24.99
2024-10-20,Screen Protector 3-Pack,Accessories,18,269.82,72,1,226.13,14.99
2024-10-20,Wireless Charger Fast,Accessories,11,384.89,132,1,216.42,34.99
2024-10-20,Bluetooth Speaker,Audio,8,479.92,200,1,141.05,59.99
2024-10-20,Tablet Stand Adjustable,Accessories,10,299.9,100,1,127.12,29.99
2024-10-20,Cable Organizer Set,Accessories,13,259.87,78,0,240.65,19.99
2024-10-21,Wireless Earbuds Pro,Audio,15,1199.85,525,1,334.4,79.99
2024-10-21,Smart Watch Ultra,Wearables,8,2399.92,1200,0,107.07,299.99
2024-10-21,Laptop Stand Premium,Accessories,12,599.88,216,1,264.32,49.99
2024-10-21,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,484.52,39.99
2024-10-21,Mechanical Keyboard RGB,Peripherals,10,1169.91,550,1,246.37,116.99
2024-10-21,Gaming Mouse Pro,Peripherals,14,979.86,392,1,134.77,69.99
2024-10-21,Webcam 4K,Peripherals,9,809.91,360,0,142.3,89.99
2024-10-21,Portable SSD 1TB,Storage,11,1319.89,660,0,129.2,119.99
2024-10-21,Phone Case Premium,Accessories,25,624.75,200,1,331.11,24.99
2024-10-21,Screen Protector 3-Pack,Accessories,30,449.7,120,2,437.22,14.99
2024-10-21,Wireless Charger Fast,Accessories,18,629.82,216,0,169.09,34.99
2024-10-21,Bluetooth Speaker,Audio,13,779.87,325,1,267.36,59.99
2024-10-21,Noise Cancelling Headphones,Audio,7,1399.93,630,0,101.24,199.99
2024-10-21,Tablet Stand Adjustable,Accessories,16,479.84,160,0,367.85,29.99
2024-10-21,Cable Organizer Set,Accessories,22,439.78,132,2,371.95,19.99
2024-10-22,Wireless Earbuds Pro,Audio,14,1119.86,490,1,311.5,79.99
2024-10-22,Smart Watch Ultra,Wearables,7,2099.93,1050,0,139.71,299.99
2024-10-22,Laptop Stand Premium,Accessories,11,549.89,198,1,158.62,49.99
2024-10-22,USB-C Hub 7-in-1,Accessories,18,719.82,270,0,240.15,39.99
2024-10-22,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,116.47,129.99
2024-10-22,Gaming Mouse Pro,Peripherals,13,909.87,364,1,207.81,69.99
2024-10-22,Webcam 4K,Peripherals,8,647.93,320,1,97.19,80.99
2024-10-22,Portable SSD 1TB,Storage,10,1199.9,600,0,216.02,119.99
2024-10-22,Phone Case Premium,Accessories,23,574.77,184,1,332.96,24.99
2024-10-22,Screen Protector 3-Pack,Accessories,28,419.72,112,3,656.77,14.99
2024-10-22,Wireless Charger Fast,Accessories,17,535.35,204,0,202.05,31.49
2024-10-22,Bluetooth Speaker,Audio,12,719.88,300,1,193.62,59.99
2024-10-22,Noise Cancelling Headphones,Audio,6,1199.94,540,0,113.79,199.99
2024-10-22,Tablet Stand Adjustable,Accessories,15,449.85,150,1,335.71,29.99
2024-10-22,Cable Organizer Set,Accessories,20,399.8,120,1,418.64,19.99
2024-10-23,Wireless Earbuds Pro,Audio,13,1039.87,455,0,257.66,79.99
2024-10-23,Smart Watch Ultra,Wearables,7,1889.94,1050,0,166.91,269.99
2024-10-23,Laptop Stand Premium,Accessories,10,499.9,180,0,225.95,49.99
2024-10-23,USB-C Hub 7-in-1,Accessories,17,679.83,255,2,202.21,39.99
2024-10-23,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,95.53,129.99
2024-10-23,Gaming Mouse Pro,Peripherals,12,755.89,336,0,229.54,62.99
2024-10-23,Webcam 4K,Peripherals,7,629.93,280,1,168.04,89.99
2024-10-23,Portable SSD 1TB,Storage,9,1079.91,540,0,216.13,119.99
2024-10-23,Phone Case Premium,Accessories,21,524.79,168,1,456.36,24.99
2024-10-23,Screen Protector 3-Pack,Accessories,26,389.74,104,2,237.78,14.99
2024-10-23,Wireless Charger Fast,Accessories,15,524.85,180,1,165.58,34.99
2024-10-23,Bluetooth Speaker,Audio,11,659.89,275,0,230.28,59.99
2024-10-23,Noise Cancelling Headphones,Audio,6,1199.94,540,0,143.08,199.99
2024-10-23,Tablet Stand Adjustable,Accessories,14,419.86,140,0,315.59,29.99
2024-10-23,Cable Organizer Set,Accessories,19,379.81,114,1,158.69,19.99
2024-10-24,Wireless Earbuds Pro,Audio,15,1079.87,525,0,132.33,71.99
2024-10-24,Smart Watch Ultra,Wearables,8,2399.92,1200,0,181.19,299.99
2024-10-24,Laptop Stand Premium,Accessories,12,599.88,216,1,152.97,49.99
2024-10-24,USB-C Hub 7-in-1,Accessories,20,799.8,300,0,197.36,39.99
2024-10-24,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,208.27,129.99
2024-10-24,Gaming Mouse Pro,Peripherals,14,881.87,392,0,112.14,62.99
2024-10-24,Webcam 4K,Peripherals,9,809.91,360,1,175.66,89.99
2024-10-24,Portable SSD 1TB,Storage,11,1319.89,660,0,163.53,119.99
2024-10-24,Phone Case Premium,Accessories,25,624.75,200,3,600.9,24.99
2024-10-24,Screen Protector 3-Pack,Accessories,30,449.7,120,2,606.36,14.99
2024-10-24,Wireless Charger Fast,Accessories,18,629.82,216,2,304.18,34.99
2024-10-24,Bluetooth Speaker,Audio,13,779.87,325,1,214.44,59.99
